#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:35:48 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfdcb5f39b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&key:source=J/A+A/618/A93/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/table1
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=r50
#-out=Nstars
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=plx
#-out=s_plx
#-out=e_plx
#-out=dmode
#-out=dmode+01
#-out=dmode-01
#-out=X
#-out=Y
#-out=Z
#-out=Rgc
#-out=SimbadName
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Table	J_A_A_618_A93_table1:
#Name: J/A+A/618/A93/table1
#Title: Summary of mean parameters for the OCs characterised in this study
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	RAJ2000	(F7.3)	[] Mean right ascension of members (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Mean declination of members (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F7.3)	Mean Galactic longitude of members (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Mean Galactic latitude of members (b)	[ucd=pos.galactic.lat]
#Column	r50	(F6.3)	Radius containing half the members (r50)	[ucd=phys.angSize;src]
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F6.3)	Standard deviation of pmRA of members (sigpmra)	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F6.3)	Standard deviation of pmdec of members (sigpmdec)	[ucd=stat.stdev]
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]
#Column	s_plx	(F6.3)	Standard deviation of parallax of members (sigpar)	[ucd=stat.stdev;pos.parallax]
#Column	e_plx	(F6.3)	Standard deviation of parallax of members over square root of nbstars (uncertpar)	[ucd=stat.error;pos.parallax]
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Cluster;RAJ2000;DEJ2000;GLON;GLAT;r50;Nstars;pmRA;s_pmRA;pmDE;s_pmDE;plx;s_plx;e_plx;dmode;dmode+01;dmode-01;X;Y;Z;Rgc;SimbadName
283.70900;+05.55000;Archinal_1       ;283.709;+05.550; 38.259;  1.775; 0.040;  67; -0.225; 0.259; -1.578; 0.254; 0.526; 0.145; 0.020; 1802.1;1527.0; 2198.2;  1414.4;  1115.4;   55.8; 7014.9;Name Archinal 1
114.68300;-33.84500;Arp_Madore_2     ;114.683;-33.845;248.123; -5.884; 0.026;  33; -0.513; 0.156;  1.225; 0.123; 0.039; 0.060; 0.011;14624.6;5938.5;       ; -5420.6;-13499.9;-1499.1;19277.0;Cl AM 2
106.06000;-19.74800;Auner_1          ;106.060;-19.748;231.992; -6.160; 0.026;  51; -0.280; 0.130;  1.015; 0.128; 0.093; 0.096; 0.014; 8184.7;4496.8;       ; -5010.8; -6411.7; -878.2;14810.6;Cl Auner 1
354.17500;+48.20500;Aveni_Hunter_1   ;354.175;+48.205;110.284;-12.823; 0.496;  82; -0.184; 0.324; -2.087; 0.451; 2.348; 0.107; 0.012;  420.6; 403.7;  439.1;  -142.2;   384.7;  -93.4; 8490.9;NAME AVENI-HUNTER 1
333.66700;+61.43300;BDSB30           ;333.667;+61.433;105.298;  4.050; 0.024;  33; -1.579; 0.201; -3.005; 0.247; 1.109; 0.078; 0.017;  878.5; 807.6;  963.2;  -231.2;   845.3;   62.1; 8612.8;[BDS2003] 30
096.31900;-10.55100;BDSB91           ;096.319;-10.551;219.468;-10.554; 0.036;  32; -3.183; 0.196;  1.150; 0.282; 1.033; 0.067; 0.013;  941.9; 860.8; 1039.9;  -714.8;  -588.6; -172.5; 9073.9;[BDS2003] 91
104.29700;-08.20200;BDSB93           ;104.297;-08.202;220.888; -2.462; 0.036;  33; -2.410; 0.239;  1.021; 0.270; 0.770; 0.128; 0.028; 1250.8;1111.7; 1429.7;  -944.7;  -818.0;  -53.7; 9320.7;[BDS2003] 93
106.33200;-12.32700;BDSB96           ;106.332;-12.327;225.477; -2.561; 0.045;  79; -3.843; 0.322;  1.071; 0.274; 0.844; 0.105; 0.013; 1145.0;1027.3; 1293.2;  -802.1;  -815.5;  -51.2; 9178.4;[BDS2003] 96
167.32000;-63.83400;BH_111           ;167.320;-63.834;291.956; -3.161; 0.029;  29; -8.176; 0.095;  2.941; 0.070; 0.339; 0.053; 0.010; 2714.8;2135.0; 3727.1;  1013.5; -2514.1; -149.7; 7745.9;Cl VDBH 111
170.76500;-58.54900;BH_118           ;170.765;-58.549;291.604;  2.366; 0.023;  68; -4.406; 0.116;  1.450; 0.124; 0.065; 0.061; 0.008;10650.2;5157.5;       ;  3917.9; -9893.6;  439.6;10836.8;Cl VDBH 118
174.66100;-63.38700;BH_121           ;174.661;-63.387;294.886; -1.658; 0.154; 223; -6.000; 0.125;  0.630; 0.123; 0.387; 0.042; 0.003; 2405.0;1938.1; 3165.6;  1011.7; -2180.8;  -69.6; 7645.9;Cl VDBH 121
186.72000;-64.05800;BH_132           ;186.720;-64.058;300.250; -1.315; 0.046;  65; -6.220; 0.093; -0.177; 0.072; 0.362; 0.039; 0.005; 2557.8;2037.3; 3437.9;  1288.2; -2209.0;  -58.7; 7389.7;Cl VDBH 132
193.46200;-67.18000;BH_140           ;193.462;-67.180;303.166; -4.309; 0.090; 439;-14.827; 0.157;  1.221; 0.135; 0.162; 0.071; 0.004; 5230.2;3435.3;10967.0;  2853.2; -4365.8; -393.0; 7011.8;Cl VDBH 140
198.80800;-65.92000;BH_144           ;198.808;-65.920;305.359; -3.161; 0.024;  82; -5.111; 0.362; -0.375; 0.204; 0.045; 0.088; 0.010;13493.3;5743.8;       ;  7796.7;-10987.6; -744.0;11001.1;Cl VDBH 144
204.50600;-63.34600;BH_150           ;204.506;-63.346;308.128; -0.946; 0.025;  55; -6.395; 0.112; -1.534; 0.077; 0.178; 0.059; 0.008; 4837.7;3260.3; 9372.5;  2986.5; -3805.0;  -79.8; 6567.9;Cl VDBH 150
205.05100;-61.73100;BH_151           ;205.051;-61.731;308.672;  0.596; 0.008;  36; -5.853; 0.099; -1.878; 0.170; 0.176; 0.078; 0.013; 4881.2;3279.0; 9531.6;  3050.0; -3810.7;   50.8; 6519.7;Cl VDBH 151
222.31100;-66.46500;BH_164           ;222.311;-66.465;314.323; -6.235; 0.639; 209; -7.368; 0.335;-10.714; 0.281; 2.364; 0.078; 0.006;  417.9; 401.1;  436.1;   290.3;  -297.2;  -45.4; 8055.2;Cl VDBH 164
121.76800;-32.35500;BH_19            ;121.768;-32.355;249.881; -0.022; 0.025;  53; -2.897; 0.101;  3.547; 0.141; 0.190; 0.059; 0.009; 4563.6;3134.6; 8396.4; -1569.7; -4285.2;   -1.8;10796.5;Cl VDBH 19
252.48400;-44.18200;BH_200           ;252.484;-44.182;341.153;  0.283; 0.054; 113; -0.025; 0.128; -1.132; 0.112; 0.406; 0.071; 0.008; 2296.0;1867.3; 2980.0;  2172.8;  -741.7;   11.3; 6211.6;Cl VDBH 200
253.77900;-40.94700;BH_202           ;253.779;-40.947;344.259;  1.598; 0.064; 148; -1.869; 0.125; -3.802; 0.110; 0.551; 0.052; 0.005; 1724.7;1471.2; 2083.9;  1659.4;  -467.7;   48.1; 6696.9;Cl VDBH 202
255.53500;-41.11300;BH_211           ;255.535;-41.113;344.950;  0.456; 0.082; 110; -0.671; 0.159; -1.943; 0.146; 0.524; 0.101; 0.009; 1808.6;1531.5; 2206.7;  1746.5;  -469.6;   14.4; 6610.2;Cl VDBH 211
259.07100;-40.81500;BH_217           ;259.071;-40.815;346.781; -1.510; 0.039; 129; -0.661; 0.135; -1.826; 0.122; 0.310; 0.109; 0.010; 2952.8;2278.5; 4186.9;  2873.5;  -675.0;  -77.8; 5508.0;Cl VDBH 217
259.64100;-32.33400;BH_221           ;259.641;-32.334;353.972;  3.014; 0.152; 162;  2.000; 0.279; -1.568; 0.243; 0.884; 0.079; 0.007; 1095.5; 987.3; 1230.3;  1087.9;  -114.9;   57.6; 7253.0;Cl VDBH 221
259.69400;-38.28900;BH_222           ;259.694;-38.289;349.121; -0.443; 0.020; 129; -2.091; 0.341; -3.192; 0.245; 0.114; 0.183; 0.016; 6976.5;4114.3;23151.7;  6850.9; -1316.6;  -54.0; 1987.7;Cl VDBH 222
123.44900;-36.32900;BH_23            ;123.449;-36.329;253.969; -1.030; 0.372;  94; -7.101; 0.258;  7.350; 0.154; 2.257; 0.103; 0.010;  437.5; 419.2;  457.6;  -120.8;  -420.4;   -7.9; 8471.3;Cl VDBH 23
266.56100;-29.70000;BH_245           ;266.561;-29.700;359.419; -0.513; 0.016;  44; -0.497; 0.219; -2.194; 0.199; 0.336; 0.107; 0.018; 2736.3;2148.4; 3767.6;  2736.0;   -27.8;  -24.5; 5604.0;Cl VDBH 245
128.94600;-43.61000;BH_37            ;128.946;-43.610;262.345; -1.785; 0.034; 109; -3.484; 0.117;  3.953; 0.116; 0.243; 0.063; 0.006; 3670.0;2683.9; 5798.8;  -488.7; -3635.5; -114.3; 9547.9;Cl VDBH 37
132.41300;-44.35300;BH_54            ;132.413;-44.353;264.468; -0.279; 0.048;  49; -4.759; 0.077;  5.244; 0.098; 0.420; 0.035; 0.005; 2229.4;1823.0; 2868.9;  -214.9; -2219.0;  -10.9; 8838.0;Cl VDBH 54
134.04200;-39.51800;BH_55            ;134.042;-39.518;261.527;  3.745; 0.048;  80; -3.971; 0.126;  3.118; 0.116; 0.185; 0.071; 0.009; 4671.2;3183.6; 8769.1;  -686.8; -4610.4;  305.1;10136.0;Cl VDBH 55
134.35500;-43.18100;BH_56            ;134.355;-43.181;264.470;  1.548; 0.215; 122; -5.570; 0.187;  5.439; 0.151; 1.078; 0.058; 0.006;  903.0; 828.2;  992.6;   -87.0;  -898.4;   24.4; 8474.7;Cl VDBH 56
141.31400;-54.71900;BH_66            ;141.314;-54.719;276.000; -3.013; 0.023;  43; -4.157; 0.095;  3.599; 0.070; 0.097; 0.042; 0.007; 7927.3;4421.2;38178.7;   827.5; -7872.9; -416.6;10882.1;Cl VDBH 66
141.68700;-51.27300;BH_67            ;141.687;-51.273;273.763; -0.381; 0.025;  51; -3.640; 0.164;  2.811; 0.125; 0.098; 0.111; 0.016; 7888.0;4406.2;37176.9;   517.7; -7870.8;  -52.4;11096.7;Cl VDBH 67
142.83800;-53.04000;BH_72            ;142.838;-53.040;275.491; -1.178; 0.023;  68; -4.621; 0.131;  3.299; 0.070; 0.110; 0.053; 0.006; 7181.9;4182.9;25556.0;   687.1; -7147.4; -147.6;10471.5;Cl VDBH 72
142.98100;-50.22500;BH_73            ;142.981;-50.225;273.638;  0.944; 0.014;  59; -3.574; 0.239;  2.306; 0.187; 0.105; 0.117; 0.014; 7456.6;4272.7;29262.7;   473.1; -7440.6;  122.8;10828.2;Cl VDBH 73
145.95200;-56.57400;BH_78            ;145.952;-56.574;279.186; -2.615; 0.013;  50; -3.690; 0.196;  2.710; 0.174; 0.150; 0.097; 0.014; 5575.4;3579.4;12608.5;   889.1; -5498.1; -254.4; 9259.9;Cl VDBH 78
150.33100;-58.21800;BH_84            ;150.331;-58.218;282.057; -2.418; 0.024;  76; -4.848; 0.154;  3.289; 0.106; 0.200; 0.055; 0.007; 4378.7;3043.6; 7775.4;   913.8; -4278.3; -184.7; 8570.4;Cl VDBH 84
150.46900;-49.56400;BH_85            ;150.469;-49.564;276.914;  4.546; 0.031;  81; -5.689; 0.187;  4.676; 0.144; 0.106; 0.095; 0.011; 7405.7;4256.6;28561.4;   888.7; -7328.8;  587.0;10451.4;Cl VDBH 85
151.14800;-55.38600;BH_87            ;151.148;-55.386;280.724;  0.122; 0.066; 199; -6.335; 0.128;  2.626; 0.128; 0.416; 0.057; 0.004; 2245.8;1834.2; 2897.3;   417.9; -2206.6;    4.8; 8223.7;Cl VDBH 87
153.06400;-58.06900;BH_90            ;153.064;-58.069;283.139; -1.451; 0.043; 145; -5.385; 0.149;  2.295; 0.122; 0.369; 0.055; 0.005; 2513.6;2008.6; 3357.9;   571.2; -2447.0;  -63.7; 8145.1;Cl VDBH 90
154.77900;-56.42500;BH_92            ;154.779;-56.425;282.988;  0.431; 0.020;  43; -5.896; 0.106;  3.446; 0.111; 0.388; 0.031; 0.006; 2400.8;1936.0; 3159.3;   539.6; -2339.3;   18.0; 8143.7;Cl VDBH 92
159.55300;-59.16800;BH_99            ;159.553;-59.168;286.585; -0.592; 0.537; 389;-14.494; 0.289;  0.919; 0.307; 2.225; 0.076; 0.004;  443.6; 424.7;  464.1;   126.6;  -425.1;   -4.6; 8224.4;Cl VDBH 99
313.39800;+46.03700;Barkhatova_1     ;313.398;+46.037; 86.208;  0.818; 0.072;  60; -2.440; 0.098; -4.478; 0.076; 0.476; 0.040; 0.006; 1981.5;1654.5; 2471.3;   131.0;  1977.0;   28.3; 8443.7;Cl Barkhatova 1
282.03600;-05.87600;Basel_1          ;282.036;-05.876; 27.326; -1.946; 0.070;  89; -0.079; 0.104; -4.509; 0.109; 0.525; 0.052; 0.006; 1805.0;1529.2; 2202.0;  1602.6;   828.1;  -61.3; 6788.1;Cl Basel 1
034.87800;+58.30400;Basel_10         ;034.878;+58.304;134.304; -2.610; 0.032;  17; -0.480; 0.180; -0.815; 0.062; 0.442; 0.017; 0.006; 2122.1;1750.6; 2693.6; -1480.6;  1517.1;  -96.6; 9937.1;Cl Basel 10
109.29600;-13.98800;Basel_11a        ;109.296;-13.988;228.284; -0.768; 0.078; 104; -1.581; 0.135;  0.929; 0.125; 0.709; 0.060; 0.006; 1354.0;1192.6; 1566.1;  -900.9; -1010.6;  -18.1; 9296.0;Cl Basel 11a
089.54700;+21.96500;Basel_11b        ;089.547;+21.965;187.442; -1.117; 0.065;  84;  1.046; 0.136; -4.137; 0.140; 0.534; 0.083; 0.011; 1777.1;1509.5; 2161.1; -1761.8;  -230.1;  -34.6;10104.4;Cl Basel 11b
167.65000;-59.04700;Basel_17         ;167.650;-59.047;290.274;  1.324; 0.091;  31; -6.628; 0.083;  2.174; 0.087; 0.438; 0.030; 0.007; 2142.1;1764.1; 2726.1;   742.1; -2008.8;   49.5; 7859.0;Cl Basel 17
201.96700;-62.30600;Basel_18         ;201.967;-62.306;307.151;  0.267; 0.060;  67; -5.008; 0.080; -2.050; 0.096; 0.508; 0.057; 0.007; 1861.7;1569.1; 2287.0;  1124.3; -1483.8;    8.7; 7366.7;Cl Basel 18
087.24200;+30.19000;Basel_4          ;087.242;+30.190;179.305;  1.272; 0.033;  55;  0.835; 0.079; -1.801; 0.076; 0.286; 0.051; 0.007; 3172.7;2408.4; 4647.7; -3171.7;    38.5;   70.4;11511.7;Cl Basel 4
098.55000;+08.00500;Basel_8          ;098.550;+08.005;203.849; -0.156; 0.309;  33; -0.129; 0.070; -2.373; 0.155; 0.625; 0.038; 0.007; 1528.5;1325.8; 1804.3; -1398.0;  -618.0;   -4.2; 9757.6;Cl Basel 8
002.44900;+60.47600;Berkeley_1       ;002.449;+60.476;117.820; -1.982; 0.036;  57; -2.758; 0.120; -0.173; 0.087; 0.235; 0.058; 0.009; 3784.4;2744.7; 6087.3; -1765.1;  3345.0; -130.9;10644.3;Berkeley 1
054.89400;+66.48600;Berkeley_10      ;054.894;+66.486;138.619;  8.881; 0.082; 181; -1.470; 0.070;  1.047; 0.106; 0.372; 0.054; 0.004; 2496.5;1997.7; 3327.4; -1850.7;  1630.5;  385.4;10320.4;Berkeley 10
353.21300;+64.20900;Berkeley_101     ;353.213;+64.209;114.511;  2.630; 0.024;  52; -1.899; 0.095; -1.089; 0.121; 0.177; 0.052; 0.009; 4847.9;3267.4; 9409.8; -2009.2;  4406.4;  222.5;11248.2;Berkeley 101
354.66000;+56.63700;Berkeley_102     ;354.660;+56.637;113.006; -4.826; 0.049;  22; -1.559; 0.147; -0.340; 0.074; 0.050; 0.060; 0.014;12609.9;5576.5;       ; -4910.8; 11565.8;-1060.8;17588.4;Berkeley 102
356.30300;+59.29700;Berkeley_103     ;356.303;+59.297;114.558; -2.494; 0.022;  40; -1.348; 0.179; -0.861; 0.110; 0.093; 0.104; 0.017; 8173.4;4508.4;45095.7; -3393.7;  7427.0; -355.6;13886.7;Berkeley 103
000.86500;+63.58700;Berkeley_104     ;000.865;+63.587;117.626;  1.211; 0.038;  52; -2.392; 0.103;  0.090; 0.071; 0.198; 0.041; 0.006; 4407.0;3058.2; 7874.2; -2043.1;  3903.7;   93.1;11092.7;Berkeley 104
065.12600;+44.92200;Berkeley_11      ;065.126;+44.922;157.066; -3.650; 0.038;  92;  1.080; 0.173; -1.883; 0.108; 0.322; 0.077; 0.008; 2849.6;2217.5; 3985.1; -2619.0;  1108.2; -181.4;11014.9;Berkeley 11
071.10000;+42.69100;Berkeley_12      ;071.100;+42.691;161.640; -2.014; 0.036; 114;  0.836; 0.185; -1.713; 0.129; 0.202; 0.122; 0.012; 4324.0;3019.2; 7613.0; -4101.3;  1361.2; -152.0;12515.6;Berkeley 12
073.94300;+52.80900;Berkeley_13      ;073.943;+52.809;155.069;  5.919; 0.065; 155; -0.078; 0.141;  0.558; 0.108; 0.208; 0.098; 0.008; 4219.5;2968.4; 7300.4; -3805.9;  1769.1;  435.1;12274.0;Berkeley 13
074.93500;+43.48800;Berkeley_14      ;074.935;+43.488;162.805;  0.655; 0.051; 203;  1.504; 0.228;  0.426; 0.204; 0.187; 0.108; 0.008; 4626.7;3161.1; 8605.5; -4419.6;  1367.7;   52.9;12832.7;Berkeley 14
075.27800;+43.42900;Berkeley_14A     ;075.278;+43.429;163.004;  0.814; 0.426;  13; -0.225; 0.052; -2.741; 0.098; 0.882; 0.032; 0.010; 1097.1; 988.6; 1232.2; -1049.0;   320.6;   15.6; 9394.5;
075.52000;+44.50600;Berkeley_15      ;075.520;+44.506;162.260;  1.612; 0.060; 139;  0.782; 0.145; -0.872; 0.137; 0.339; 0.075; 0.007; 2720.5;2138.9; 3736.2; -2590.1;   828.6;   76.5;10961.5;Berkeley 15
080.13000;+30.57400;Berkeley_17      ;080.130;+30.574;175.658; -3.677; 0.071; 261;  2.618; 0.281; -0.350; 0.176; 0.281; 0.106; 0.008; 3229.7;2441.2; 4770.6; -3213.8;   244.0; -207.1;11556.4;Berkeley 17
080.53100;+45.44200;Berkeley_18      ;080.531;+45.442;163.589;  5.030; 0.117; 317;  0.849; 0.160; -0.057; 0.140; 0.152; 0.088; 0.005; 5523.5;3557.8;12358.8; -5278.1;  1554.5;  484.2;13706.5;Berkeley 18
081.01400;+29.57500;Berkeley_19      ;081.014;+29.575;176.917; -3.610; 0.037;  65;  0.757; 0.234; -0.329; 0.128; 0.135; 0.111; 0.014; 6106.9;3793.4;15737.3; -6085.9;   327.8; -384.5;14429.7;Berkeley 19
006.31900;+60.39200;Berkeley_2       ;006.319;+60.392;119.703; -2.316; 0.027;  93; -1.101; 0.125; -0.304; 0.102; 0.117; 0.072; 0.008; 6831.4;4058.1;21550.1; -3382.2;  5928.9; -276.0;13136.3;Berkeley 2
083.15200;+00.18500;Berkeley_20      ;083.152;+00.185;203.485;-17.377; 0.015;  37;  0.808; 0.258; -0.244; 0.160; 0.040; 0.104; 0.018;14402.1;5899.2;       ;-12606.3; -5477.4;-4301.2;21650.6;Berkeley 20
087.93000;+21.81200;Berkeley_21      ;087.930;+21.812;186.817; -2.490; 0.031;  52;  0.562; 0.164; -1.051; 0.101; 0.159; 0.108; 0.017; 5312.7;3468.8;11314.7; -5270.1;  -630.0; -230.8;13624.7;Berkeley 21
089.61800;+07.76300;Berkeley_22      ;089.618;+07.763;199.874; -8.071; 0.022;  24;  0.648; 0.134; -0.473; 0.137; 0.069; 0.065; 0.010;10149.1;5037.5;       ; -9450.1; -3416.0;-1425.0;18115.1;Berkeley 22
098.31800;+20.53500;Berkeley_23      ;098.318;+20.535;192.595;  5.392; 0.038; 105; -0.055; 0.149; -1.339; 0.126; 0.151; 0.089; 0.010; 5569.0;3575.0;12536.7; -5410.9; -1209.0;  523.3;13804.0;Berkeley 23
099.45200;-00.87400;Berkeley_24      ;099.452;-00.874;212.156; -3.431; 0.051; 244;  0.382; 0.178;  1.279; 0.184; 0.156; 0.083; 0.006; 5392.5;3504.0;11719.2; -4557.1; -2864.9; -322.7;13211.4;Berkeley 24
100.31700;-16.48700;Berkeley_25      ;100.317;-16.487;226.613; -9.629; 0.019;  25; -0.114; 0.122;  0.845; 0.160; 0.077; 0.037; 0.009; 9467.7;4867.6;50000.0; -6412.0; -6783.5;-1583.6;16236.9;Berkeley 25
102.83700;+05.77200;Berkeley_27      ;102.837;+05.772;207.781;  2.609; 0.020;  70; -1.091; 0.150;  0.147; 0.138; 0.190; 0.126; 0.015; 4556.6;3130.9; 8379.1; -4027.2; -2121.6;  207.4;12547.9;Berkeley 27
103.02800;+02.92200;Berkeley_28      ;103.028;+02.922;210.408;  1.482; 0.021;  64; -0.987; 0.102;  0.154; 0.124; 0.209; 0.112; 0.012; 4201.5;2959.4; 7250.2; -3622.3; -2125.9;  108.6;12149.8;Berkeley 28
103.26800;+16.93000;Berkeley_29      ;103.268;+16.930;197.947;  7.982; 0.014;  15;  0.151; 0.067; -1.010; 0.104; 0.023; 0.053; 0.012;19244.6;6582.0;       ;-18130.9; -5872.5; 2672.3;27114.4;Berkeley 29
104.43800;+03.22900;Berkeley_30      ;104.438;+03.229;210.775;  2.875; 0.024; 105; -0.252; 0.174; -0.330; 0.134; 0.164; 0.078; 0.008; 5192.5;3418.2;10817.4; -4455.7; -2653.5;  260.4;13067.9;Berkeley 30
104.40600;+08.28500;Berkeley_31      ;104.406;+08.285;206.240;  5.134; 0.031; 130;  0.169; 0.186; -0.926; 0.161; 0.141; 0.118; 0.012; 5900.6;3708.1;14375.8; -5271.3; -2598.4;  528.0;13857.1;Berkeley 31
104.53000;+06.43300;Berkeley_32      ;104.530;+06.433;207.955;  4.409; 0.063; 413; -0.335; 0.176; -1.608; 0.179; 0.280; 0.076; 0.004; 3237.2;2445.8; 4785.5; -2851.0; -1513.0;  248.9;11292.8;Berkeley 32
104.45600;-13.22700;Berkeley_33      ;104.456;-13.227;225.448; -4.600; 0.032; 148; -0.730; 0.117;  1.551; 0.137; 0.144; 0.070; 0.006; 5793.0;3668.0;13770.6; -4051.0; -4114.8; -464.6;13056.4;Berkeley 33
105.09700;-00.23900;Berkeley_34      ;105.097;-00.239;214.165;  1.882; 0.024;  37; -1.336; 0.153;  0.175; 0.183; 0.097; 0.126; 0.018; 7915.3;4416.0;37778.0; -6545.8; -4442.7;  260.0;15534.6;Berkeley 34
107.49100;+02.73400;Berkeley_35      ;107.491;+02.734;212.606;  5.367; 0.039; 103; -0.580; 0.100; -0.235; 0.084; 0.160; 0.064; 0.007; 5281.1;3455.6;11196.5; -4429.3; -2833.3;  493.9;13079.9;Berkeley 35
109.10500;-13.19600;Berkeley_36      ;109.105;-13.196;227.496; -0.563; 0.046; 177; -1.725; 0.150;  0.860; 0.157; 0.206; 0.086; 0.007; 4253.5;2983.8; 7400.2; -2873.7; -3135.7;  -41.8;11643.9;Berkeley 36
110.07500;-01.00200;Berkeley_37      ;110.075;-01.002;217.132;  5.958; 0.040; 124; -1.113; 0.143;  0.682; 0.102; 0.197; 0.074; 0.007; 4423.1;3068.0; 7928.2; -3507.3; -2655.6;  459.1;12141.2;Berkeley 37
116.70200;-04.66500;Berkeley_39      ;116.702;-04.665;223.532; 10.087; 0.055; 543; -1.730; 0.179; -1.645; 0.129; 0.201; 0.103; 0.005; 4357.3;3035.4; 7715.6; -3110.2; -2954.8;  763.1;11825.3;Berkeley 39
011.29100;+64.39100;Berkeley_4       ;011.291;+64.391;122.254;  1.528; 0.033;  63; -2.421; 0.079; -0.236; 0.054; 0.296; 0.044; 0.006; 3077.9;2354.8; 4447.3; -1642.0;  2602.0;   82.1;10315.6;Berkeley 4
288.87200;+11.26500;Berkeley_43      ;288.872;+11.265; 45.682; -0.135; 0.048; 219; -1.035; 0.192; -3.504; 0.200; 0.186; 0.107; 0.007; 4658.5;3176.6; 8709.4;  3254.6;  3333.0;  -10.9; 6080.3;Berkeley 43
289.31300;+19.55000;Berkeley_44      ;289.313;+19.550; 53.218;  3.343; 0.050; 209;  0.007; 0.125; -2.834; 0.140; 0.303; 0.066; 0.005; 3016.0;2316.2; 4316.7;  1802.8;  2411.5;  175.9; 6967.8;Berkeley 44
289.77800;+15.71600;Berkeley_45      ;289.778;+15.716; 50.029;  1.164; 0.019; 106; -1.336; 0.100; -4.534; 0.107; 0.225; 0.084; 0.008; 3945.0;2828.4; 6512.0;  2533.7;  3022.7;   80.2; 6546.0;Berkeley 45
292.12700;+17.36200;Berkeley_47      ;292.127;+17.362; 52.545; -0.041; 0.029;  61; -1.894; 0.094; -5.444; 0.101; 0.402; 0.053; 0.007; 2323.0;1885.0; 3023.8;  1412.7;  1844.0;   -1.7; 7168.6;Berkeley 47
299.87200;+34.64300;Berkeley_49      ;299.872;+34.643; 70.979;  2.578; 0.019;  90; -2.995; 0.175; -6.095; 0.137; 0.286; 0.070; 0.007; 3175.0;2409.7; 4652.7;  1033.8;  2998.6;  142.8; 7897.6;Berkeley 49
026.92800;+62.93500;Berkeley_5       ;026.928;+62.935;129.282;  0.759; 0.019;  31; -1.610; 0.151;  0.764; 0.227; 0.088; 0.133; 0.024; 8555.1;4616.5;       ; -5416.1;  6621.3;  113.4;15266.7;Berkeley 5
