#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:33:37 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfe1663d08	
#INFO	-out.max=unlimited	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/260/8&tab:{J/ApJS/260/8/params}&key:source=J/ApJS/260/8/params&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/260/8/params
#-order=I
#-out=Cluster
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=Plx
#-out=s_Plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=o_RV
#-out=m-M
#-out=AG
#-out=logAge
#-out=Z
#-out=N70
#-out=minProb
#-out=NminProb
#-out=Class
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_22600008
#Name: J/ApJS/260/8
#Title: 541 new open cluster candidates (He+, 2022)
#Coosys	G:	galactic
#Table	J_ApJS_260_8_params:
#Name: J/ApJS/260/8/params
#Title: Parameters of median astrometric values and isochrone fits for 541 new open cluster candidates
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(I3)	[1/541] Cluster CWNU ID (cluster)	[ucd=meta.id;meta.main]
#Column	GLON	(F7.3)	Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Longitude dispersion (sigma_l)	[ucd=instr.dispersion]
#Column	GLAT	(F7.3)	Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Latitude dispersion (sigma_b)	[ucd=instr.dispersion]
#Column	Plx	(F5.2)	Parallax (Parallax)	[ucd=pos.parallax]
#Column	s_Plx	(F5.2)	Parallax dispersion (sigma_Parallax)	[ucd=stat.error]
#Column	pmRA	(F6.2)	Proper motion along RA, pmRA*cosDE (pmRA*)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	pmRA dispersion (sigma_pmRA*)	[ucd=pos.pm]
#Column	pmDE	(F6.2)	Proper motion along DE (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	pmDE dispersion (sigma_pmDEC)	[ucd=pos.pm]
#Column	RV	(A5)	? Radial velocity (RV)	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(A4)	? RV dispersion (sigma_RV)	[ucd=instr.dispersion]
#Column	o_RV	(I1)	? Stars used to compute RV (N_RV) [NULL integer written as an empty string]	[ucd=meta.number]
#Column	m-M	(F5.2)	RV dispersion (N_RV>1)|RV error(N_RV=1)) (m-M)	[ucd=stat.variance]
#Column	AG	(F5.2)	G band extinction (A_G)	[ucd=phys.absorption]
#Column	logAge	(F4.1)	Logarithmic age (log(age/yr))	[ucd=time.age]
#Column	Z	(F6.3)	Metallicity (Z)	[ucd=phys.abund.Z]
#Column	N70	(I3)	Number of member stars with Pcl>0.7 (N_70)	[ucd=meta.number]
#Column	minProb	(F5.2)	Minimum Pcl used for statistics (min_prob)	[ucd=stat.fit.goodness]
#Column	NminProb	(I3)	Number of member stars with Pcl>minProb (N_min_prob)	[ucd=meta.number]
#Column	Class	(I1)	[1/3] Classification (class)	[ucd=meta.code.class]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Cluster;GLON;s_GLON;GLAT;s_GLAT;Plx;s_Plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;o_RV;m-M;AG;logAge;Z;N70;minProb;NminProb;Class;_RA.icrs;_DE.icrs
072.55738;+43.54389;381;161.677; 0.07;-00.651; 0.08; 0.43; 0.05;  0.02; 0.15; -1.89; 0.11;-20.0; 0.9;1;11.80; 1.05; 8.5; 0.020; 77; 0.70; 77;1;072.5574;+43.5439
197.86727;-56.50066;382;305.710; 0.25;+06.263; 0.09; 1.04; 0.03; -8.17; 0.17; -2.56; 0.14;-32.8; 1.9;1; 9.85; 0.10; 7.8; 0.040; 36; 0.72; 36;1;197.8673;-56.5007
142.19981;-35.69473;383;263.138; 0.13;+11.078; 0.12; 0.58; 0.03; -5.93; 0.09;  4.54; 0.09; 10.6; 0.6;3;11.00; 0.85; 9.3; 0.002; 35; 0.96; 35;1;142.1998;-35.6947
128.46846;-28.31993;384;249.817; 0.31;+07.026; 0.42; 1.34; 0.03; -7.03; 0.25;  5.13; 0.28; 42.2;10.7;2; 9.15; 0.40; 7.8; 0.008; 25; 0.50; 33;1;128.4685;-28.3199
095.46620;+09.67523;385;200.953; 0.13;-02.078; 0.12; 0.45; 0.03; -0.71; 0.09; -1.15; 0.12; 33.1; 0.7;1;11.55; 0.40; 8.4; 0.040; 35; 0.70; 35;1;095.4662;+09.6752
073.65610;+45.56526;386;160.612; 0.09;+01.237; 0.07; 0.36; 0.05;  0.80; 0.10; -2.32; 0.21;  ---; ---;0;12.65; 1.70; 8.4; 0.028; 69; 0.70; 69;1;073.6561;+45.5653
280.90823;-01.02002;387;031.134; 0.03;+01.271; 0.04; 0.47; 0.05;  0.04; 0.09; -0.68; 0.12;  0.9; 0.3;1;10.95; 2.05; 8.9; 0.040; 51; 0.71; 51;1;280.9082;-01.0200
307.14619;+54.46351;388;090.483; 0.25;+09.108; 0.13; 0.92; 0.03; -1.74; 0.12; -6.68; 0.09;  ---; ---;0;10.15; 0.45; 7.9; 0.020; 35; 1.00; 35;1;307.1462;+54.4635
020.75340;+60.80592;389;126.775; 0.30;-01.830; 0.27; 1.14; 0.05;  3.01; 0.17; -1.69; 0.13;  ---; ---;0;10.10; 0.75; 8.4; 0.038; 22; 0.01; 34;1;020.7534;+60.8059
068.71786;+38.39208;390;163.665; 0.06;-06.218; 0.05; 0.61; 0.06;  0.58; 0.11; -3.23; 0.08;-15.7; 0.4;1;10.50; 1.80; 9.0; 0.004; 50; 0.84; 50;1;068.7179;+38.3921
027.27292;+57.55760;391;130.629; 0.10;-04.450; 0.12; 0.32; 0.02; -0.84; 0.19; -0.70; 0.12;  ---; ---;0;12.15; 0.65; 8.6; 0.018; 17; 0.50; 44;1;027.2729;+57.5576
262.47069;-38.20162;392;350.421; 0.22;-02.197; 0.08; 0.65; 0.06;  1.18; 0.17;  0.20; 0.12;  ---; ---;0;11.60; 0.50; 6.5; 0.018; 44; 0.71; 44;1;262.4707;-38.2016
297.22321;+24.62799;393;061.209; 0.11;-00.612; 0.16; 0.80; 0.07; -0.37; 0.28; -3.98; 0.20;  ---; ---;0; 9.80; 1.90; 7.7; 0.012; 17; 0.44; 39;1;297.2232;+24.6280
348.32392;+57.52707;394;110.033; 0.23;-02.866; 0.09; 0.92; 0.03;  0.27; 0.11; -1.37; 0.12;-24.5; 0.2;1;10.25; 1.55; 7.8; 0.038; 40; 0.80; 40;1;348.3239;+57.5271
229.23414;-53.68160;395;323.531; 0.17;+03.268; 0.06; 0.54; 0.03; -0.76; 0.09; -1.40; 0.10;  ---; ---;0;11.45; 0.95; 8.5; 0.026; 44; 0.71; 44;1;229.2341;-53.6816
080.81129;+64.65581;396;147.259; 0.29;+15.610; 0.29; 1.18; 0.08;  2.55; 0.53; -4.88; 0.56;  3.1; 3.1;2;10.55; 1.70; 7.3; 0.004; 27; 0.60; 36;1;080.8113;+64.6558
278.32491;-13.05156;397;019.267; 0.07;-01.973; 0.05; 0.39; 0.06; -0.94; 0.10; -0.25; 0.06;  ---; ---;0;12.10; 2.00; 8.7; 0.034; 66; 0.82; 66;1;278.3249;-13.0516
102.96099;-08.87378;398;220.888; 0.28;-03.944; 0.41; 1.37; 0.05; -3.54; 0.54;  2.00; 0.43; 27.7;10.6;1; 9.75; 0.30; 7.7; 0.028; 35; 0.70; 35;1;102.9610;-08.8738
125.13145;-43.16295;399;260.364; 0.15;-03.778; 0.13; 0.82; 0.03; -2.42; 0.06;  4.90; 0.07; 12.3; 1.1;1;11.15; 1.15; 6.2; 0.002; 34; 0.72; 34;1;125.1314;-43.1629
278.36615;-10.72971;400;021.347; 0.11;-00.939; 0.06; 0.49; 0.05;  0.35; 0.12; -1.49; 0.12;  ---; ---;0;12.75; 4.45; 6.5; 0.040;151; 0.71;151;1;278.3661;-10.7297
105.78242;-06.91903;401;220.419; 0.04;-00.566; 0.02; 0.43; 0.03; -1.13; 0.12;  1.44; 0.09;  ---; ---;0;12.40; 1.25; 8.2; 0.040; 29; 0.56; 30;1;105.7824;-06.9190
055.18876;+44.47190;402;152.012; 0.63;-08.631; 0.35; 1.28; 0.05;  2.01; 0.10; -4.64; 0.14;  ---; ---;0; 9.25; 0.95; 7.9; 0.012; 31; 0.70; 31;1;055.1888;+44.4719
106.70323;-12.45632;403;225.758; 0.04;-02.298; 0.02; 0.35; 0.05; -1.24; 0.08;  0.75; 0.06;  ---; ---;0;12.25; 0.80; 8.6; 0.038; 23; 0.52; 31;1;106.7032;-12.4563
280.22981;-09.67306;404;023.128; 0.05;-02.084; 0.04; 0.38; 0.04;  0.74; 0.11; -3.70; 0.11;-24.6; 0.7;2;11.60; 2.40; 9.4; 0.008; 80; 0.76; 80;1;280.2298;-09.6731
051.51302;+41.32477;405;151.679; 0.28;-12.759; 0.33; 0.83; 0.06; -0.48; 0.17; -4.02; 0.16;  ---; ---;0;10.70; 0.55; 7.5; 0.038; 88; 1.00; 88;1;051.5130;+41.3248
091.31901;+20.84124;406;189.235; 0.19;-00.239; 0.18; 0.98; 0.04;  1.59; 0.11; -2.25; 0.09;  ---; ---;0;10.20; 1.00; 7.8; 0.008; 49; 0.74; 49;1;091.3190;+20.8412
279.54631;-06.38353;407;025.743; 0.18;+00.024; 0.14; 0.48; 0.03;  0.07; 0.08; -0.54; 0.13;  ---; ---;0;11.35; 2.95; 8.6; 0.014; 99; 0.71; 99;1;279.5463;-06.3835
126.22853;-44.30232;408;261.755; 0.02;-03.775; 0.02; 0.42; 0.04; -4.56; 0.10;  4.48; 0.06;125.2; 3.9;1;11.05; 2.25; 7.2; 0.002; 33; 0.72; 33;1;126.2285;-44.3023
069.02256;+59.74975;409;147.948; 0.08;+08.293; 0.15; 0.96; 0.03; -0.79; 0.15; -1.43; 0.20;  ---; ---;0;10.25; 1.70; 7.0; 0.014; 31; 0.96; 31;1;069.0226;+59.7497
097.17116;-13.58234;410;222.617; 0.48;-11.118; 0.48; 2.22; 0.09; -4.36; 0.35;  3.88; 0.44; 39.5; 4.7;6; 8.30; 0.30; 7.7; 0.024; 43; 1.00; 43;1;097.1712;-13.5823
306.59833;+42.65652;411;080.563; 0.10;+02.607; 0.09; 0.51; 0.04; -3.07; 0.13; -4.25; 0.10;  ---; ---;0;11.25; 2.00; 7.5; 0.020; 47; 0.70; 47;1;306.5983;+42.6565
295.83141;+22.14482;412;058.420; 0.03;-00.754; 0.06; 0.37; 0.02; -3.20; 0.11; -6.48; 0.08;  ---; ---;0;12.95; 3.55; 6.7; 0.030; 46; 0.75; 46;1;295.8314;+22.1448
304.01238;+30.32364;413;069.233; 0.16;-02.694; 0.07; 0.83; 0.04; -2.66; 0.08; -8.60; 0.10;  6.1; 1.2;1;10.30; 1.50; 8.4; 0.040; 40; 0.92; 40;1;304.0124;+30.3236
019.92688;+72.25404;414;125.111; 0.39;+09.502; 0.39; 1.12; 0.03; -2.01; 0.14; -0.66; 0.22;  1.6; 7.9;1; 9.30; 0.35; 8.9; 0.020; 39; 0.71; 39;1;019.9269;+72.2540
347.64403;+57.34243;415;109.624; 0.11;-02.900; 0.11; 0.91; 0.07;  0.21; 0.14; -1.38; 0.15;-25.8; 0.6;1;10.20; 1.40; 7.7; 0.034;  6; 0.20; 30;1;347.6440;+57.3424
097.26604;+13.42190;416;198.462; 0.10;+01.230; 0.14; 0.73; 0.04; -2.10; 0.09; -3.96; 0.09; 10.8; 1.1;1;10.20; 1.00; 9.2; 0.006; 24; 1.00; 24;1;097.2660;+13.4219
130.87463;-30.76034;417;253.050; 0.26;+07.239; 0.10; 1.36; 0.05; -2.55; 0.13; -0.55; 0.20;  0.6; 2.9;6; 9.00; 0.15; 9.0; 0.008; 36; 0.80; 36;1;130.8746;-30.7603
096.38739;+08.42995;418;202.480; 0.36;-01.856; 0.21; 1.06; 0.04; -1.25; 0.21; -3.85; 0.25; 34.1;19.0;2;11.05; 0.10; 6.2; 0.002; 19; 0.60; 32;1;096.3874;+08.4299
346.85724;+58.90709;419;109.843; 0.17;-01.296; 0.05; 0.66; 0.02; -1.81; 0.08; -1.50; 0.08;  ---; ---;0;11.30; 1.00; 8.4; 0.038; 37; 0.70; 37;1;346.8572;+58.9071
205.33901;-56.68047;420;309.781; 0.19;+05.526; 0.09; 0.58; 0.05; -4.46; 0.08; -1.29; 0.15;-14.9; 0.7;3;10.75; 0.30; 8.9; 0.038; 79; 0.71; 79;1;205.3390;-56.6805
311.44020;+52.22376;421;090.206; 0.18;+05.716; 0.16; 0.51; 0.03; -1.09; 0.06; -2.62; 0.05;  ---; ---;0;11.60; 1.25; 8.5; 0.038; 34; 0.71; 34;1;311.4402;+52.2238
310.62627;+50.66456;422;088.658; 0.13;+05.156; 0.12; 0.51; 0.04; -1.98; 0.07; -2.74; 0.10;  ---; ---;0;11.50; 1.60; 7.9; 0.028; 58; 0.70; 58;1;310.6263;+50.6646
015.50408;+62.20142;423;124.165; 0.15;-00.645; 0.14; 0.99; 0.05; -0.25; 0.09; -1.68; 0.12;  ---; ---;0; 9.70; 1.45; 7.8; 0.018; 32; 0.96; 32;1;015.5041;+62.2014
074.41134;+32.77421;424;170.985; 0.16;-06.294; 0.07; 0.74; 0.04;  2.31; 0.09; -5.73; 0.11;  7.6; 0.4;1;10.50; 2.20; 8.4; 0.016; 36; 0.77; 36;1;074.4113;+32.7742
115.28940;-21.57887;425;237.679; 0.15;+00.598; 0.07; 0.39; 0.04; -2.42; 0.17;  1.87; 0.14;  ---; ---;0;11.65; 0.70; 8.2; 0.010; 69; 0.70; 69;1;115.2894;-21.5789
208.67739;-57.69229;426;311.331; 0.07;+04.144; 0.07; 0.53; 0.04; -3.52; 0.07; -1.70; 0.07;  ---; ---;0;11.25; 0.40; 8.6; 0.038; 35; 0.74; 35;1;208.6774;-57.6923
302.56462;+30.56202;427;068.744; 0.15;-01.521; 0.12; 0.78; 0.05; -0.25; 0.09; -3.10; 0.14;  ---; ---;0;11.20; 1.70; 7.4; 0.012; 41; 0.70; 41;1;302.5646;+30.5620
348.72919;+58.16155;428;110.467; 0.11;-02.355; 0.11; 0.52; 0.03; -3.67; 0.08; -2.22; 0.13;  ---; ---;0;11.35; 1.50; 8.0; 0.022; 28; 0.61; 33;1;348.7292;+58.1615
063.03214;+68.05406;429;140.003; 0.46;+12.117; 0.33; 1.12; 0.04;  2.60; 0.16; -1.88; 0.23;  ---; ---;0; 9.35; 1.25; 7.9; 0.010; 34; 0.88; 34;1;063.0321;+68.0541
125.53859;-42.99360;430;260.393; 0.05;-03.437; 0.05; 0.66; 0.03; -4.37; 0.12;  5.15; 0.13;  ---; ---;0;11.15; 2.00; 6.9; 0.008; 34; 0.72; 34;1;125.5386;-42.9936
280.73845;-10.01513;431;023.052; 0.05;-02.686; 0.04; 0.46; 0.02;  0.49; 0.06; -0.86; 0.07;  ---; ---;0;11.25; 1.55; 7.9; 0.012; 43; 0.71; 43;1;280.7385;-10.0151
280.16130;-06.51416;432;025.907; 0.05;-00.579; 0.05; 0.35; 0.04; -1.10; 0.11; -4.08; 0.11; 31.8; 0.4;4;11.95; 2.90; 8.2; 0.034;110; 0.70;110;1;280.1613;-06.5142
125.80969;-37.00479;433;255.593; 0.17;+00.154; 0.10; 0.64; 0.04; -3.41; 0.07;  3.36; 0.05; 29.3;11.0;2;10.45; 0.40; 8.9; 0.006; 36; 0.71; 36;1;125.8097;-37.0048
110.17575;-07.30201;434;222.776; 0.09;+03.122; 0.07; 0.29; 0.02; -1.41; 0.08;  0.07; 0.12;  ---; ---;0;12.90; 0.40; 8.7; 0.034; 24; 0.55; 31;1;110.1758;-07.3020
122.18655;-37.66944;435;254.539; 0.43;-02.608; 0.34; 1.12; 0.02; -4.71; 0.13;  5.69; 0.22; 33.5; 3.0;1; 9.55; 0.45; 7.8; 0.018; 33; 0.76; 33;1;122.1866;-37.6694
091.99042;+21.94293;436;188.578; 0.12;+00.844; 0.10; 0.50; 0.04;  0.90; 0.16; -3.55; 0.18; 29.5;26.8;2;10.95; 1.05; 8.8; 0.012;134; 0.70;134;1;091.9904;+21.9429
124.73947;-43.50296;437;260.485; 0.24;-04.205; 0.12; 0.89; 0.04; -5.01; 0.15;  4.02; 0.14;  ---; ---;0; 9.60; 0.95; 7.5; 0.008; 30; 0.74; 30;1;124.7395;-43.5030
056.41991;+68.87321;438;137.595; 0.50;+11.121; 0.29; 1.28; 0.07;  0.40; 0.39; -1.25; 0.43;-28.4;20.1;4; 9.70; 0.90; 8.7; 0.038; 59; 1.00; 59;1;056.4199;+68.8732
306.74228;+43.52278;439;081.331; 0.05;+03.023; 0.08; 0.56; 0.05; -0.04; 0.06; -3.05; 0.10;-14.0; 0.3;1;11.55; 3.90; 7.7; 0.028; 43; 0.72; 43;1;306.7423;+43.5228
295.57365;+22.37017;440;058.497; 0.19;-00.435; 0.18; 0.87; 0.03; -0.80; 0.20; -5.07; 0.11;  4.6; 0.3;1;10.35; 1.55; 8.0; 0.020; 41; 0.75; 41;1;295.5737;+22.3702
029.42615;+57.44766;441;131.782; 0.07;-04.281; 0.03; 0.41; 0.03; -1.32; 0.07; -1.24; 0.07;  ---; ---;0;11.65; 1.05; 7.5; 0.008; 23; 0.50; 34;1;029.4262;+57.4477
063.08704;+31.28593;442;165.645; 0.62;-14.464; 0.55; 2.78; 0.17;  3.59; 0.34; -5.72; 0.47; 32.2; 9.9;1; 7.40; 0.35; 7.3; 0.018; 46; 0.88; 46;1;063.0870;+31.2859
230.97011;-61.97896;443;319.834; 0.09;-04.218; 0.08; 0.52; 0.03; -2.56; 0.06; -2.84; 0.11;  ---; ---;0;12.20; 1.40; 8.5; 0.040; 28; 0.52; 34;1;230.9701;-61.9790
309.47586;+54.51782;444;091.325; 0.40;+08.040; 0.24; 1.24; 0.04; -3.10; 0.10; -6.69; 0.12;-35.1; 2.9;2; 9.30; 0.45; 7.9; 0.018; 40; 0.73; 40;1;309.4759;+54.5178
228.40637;-59.18740;445;320.261; 0.10;-01.186; 0.11; 0.56; 0.02; -2.70; 0.17; -2.79; 0.09;  ---; ---;0;11.95; 2.05; 6.9; 0.038; 43; 0.71; 43;1;228.4064;-59.1874
340.13540;+65.30517;446;109.810; 0.15;+05.824; 0.20; 1.05; 0.09; -0.38; 0.23; -2.64; 0.25;-50.2; 0.7;1; 9.20; 1.90; 7.4; 0.008;115; 0.73;115;1;340.1354;+65.3052
345.19366;+58.27540;447;108.795; 0.43;-01.526; 0.29; 1.03; 0.04; -0.61; 0.20; -1.24; 0.41;-12.2;22.0;3; 9.85; 0.90; 9.1; 0.012; 46; 1.00; 46;1;345.1937;+58.2754
283.71824;-17.63415;448;017.497; 0.14;-08.676; 0.15; 0.90; 0.05;  0.10; 0.12; -3.89; 0.19;  ---; ---;0;10.60; 0.55; 7.9; 0.038; 40; 0.73; 40;1;283.7182;-17.6341
074.86765;+45.64937;449;161.075; 0.41;+01.952; 0.55; 1.47; 0.09; -1.29; 0.45; -2.99; 0.22; 10.2; 7.6;2; 9.20; 0.60; 7.9; 0.038; 37; 1.00; 37;1;074.8677;+45.6494
194.32822;-55.87428;450;303.762; 0.63;+06.988; 0.20; 2.06; 0.08;-13.59; 0.59; -3.70; 0.69;  4.8; 3.5;8; 8.95; 0.55; 8.4; 0.040; 58; 0.80; 58;1;194.3282;-55.8743
098.78103;+12.64935;451;199.829; 0.04;+02.183; 0.07; 0.54; 0.04;  0.76; 0.07; -2.80; 0.10;  ---; ---;0;11.60; 0.65; 8.7; 0.040; 38; 0.72; 38;1;098.7810;+12.6493
137.83030;-18.54359;452;247.275; 0.18;+19.792; 0.18; 0.80; 0.15; -5.75; 1.71;  0.55; 0.69; 10.9;13.0;2;10.40; 0.40; 9.1; 0.012; 43; 0.88; 43;1;137.8303;-18.5436
172.07500;-63.00206;453;293.658; 0.06;-01.637; 0.04; 0.40; 0.02; -6.38; 0.14;  1.28; 0.10;  ---; ---;0;12.45; 2.65; 6.1; 0.002; 38; 0.72; 38;2;172.0750;-63.0021
011.95684;+63.91697;454;122.535; 0.03;+01.048; 0.04; 0.30; 0.02; -2.36; 0.06; -0.26; 0.12;  ---; ---;0;13.50; 2.55; 6.8; 0.038; 30; 0.70; 30;2;011.9568;+63.9170
304.82709;+41.38038;455;078.762; 0.09;+02.959; 0.09; 0.78; 0.04; -2.38; 0.13; -3.02; 0.15;  ---; ---;0;10.05; 3.10; 7.3; 0.006; 37; 0.72; 37;2;304.8271;+41.3804
300.90506;+32.67429;456;069.761; 0.03;+00.808; 0.03; 0.46; 0.04; -1.06; 0.08; -1.98; 0.13;  ---; ---;0;12.85; 3.35; 6.8; 0.040; 69; 0.73; 69;2;300.9051;+32.6743
354.39738;+66.94674;457;115.780; 0.09;+05.106; 0.11; 0.47; 0.03; -2.25; 0.06; -0.57; 0.08;-49.2; 1.2;1;11.20; 3.65; 8.7; 0.038; 23; 0.31; 33;2;354.3974;+66.9467
227.55442;-56.40079;458;321.298; 0.08;+01.440; 0.05; 0.47; 0.03; -1.60; 0.08; -2.13; 0.10;  ---; ---;0;12.95; 3.70; 6.7; 0.030; 24; 0.52; 34;2;227.5544;-56.4008
348.04774;+61.03707;459;111.207; 0.12;+00.445; 0.14; 0.34; 0.03; -4.44; 0.10; -1.78; 0.07;  ---; ---;0;11.90; 1.65; 7.8; 0.038;  5; 0.10; 47;2;348.0477;+61.0371
308.39709;+43.74969;460;082.219; 0.15;+02.187; 0.07; 0.88; 0.05;  0.28; 0.10; -1.61; 0.12;-53.1; 0.4;1; 9.60; 2.05; 8.9; 0.008; 43; 0.92; 43;2;308.3971;+43.7497
070.22160;+47.69758;461;157.461; 0.05;+00.813; 0.04; 0.39; 0.05;  0.89; 0.06; -1.32; 0.08;  ---; ---;0;12.65; 3.75; 6.7; 0.018; 69; 0.70; 69;2;070.2216;+47.6976
315.36326;+77.04316;462;111.345; 0.17;+19.703; 0.23; 2.68; 0.06;  5.27; 0.51;  3.85; 0.61;-27.6; 2.1;1; 7.95; 2.25; 6.0; 0.002; 32; 1.00; 32;2;315.3633;+77.0432
343.28456;+60.27457;463;108.765; 0.15;+00.698; 0.11; 0.63; 0.06;  0.62; 0.11; -3.00; 0.12;  ---; ---;0;11.85; 3.70; 6.9; 0.008; 64; 0.71; 64;2;343.2846;+60.2746
114.36971;-19.40920;464;235.366; 0.10;+00.915; 0.04; 0.39; 0.03; -2.04; 0.16;  2.12; 0.11;  ---; ---;0;12.75; 1.25; 8.8; 0.040; 28; 0.61; 32;2;114.3697;-19.4092
083.61727;+37.24331;465;171.720; 0.06;+02.434; 0.07; 0.41; 0.04;  0.91; 0.07; -2.50; 0.08;  ---; ---;0;13.40; 3.00; 6.7; 0.028; 79; 0.71; 79;2;083.6173;+37.2433
036.43974;+64.30713;466;132.936; 0.43;+03.283; 0.19; 1.02; 0.06; -0.77; 0.16;  0.91; 0.19;  ---; ---;0;10.00; 1.55; 8.8; 0.038; 19; 0.60; 32;2;036.4397;+64.3071
196.52858;-61.78432;467;304.666; 0.21;+01.038; 0.13; 0.52; 0.03; -4.99; 0.20; -1.64; 0.11;  ---; ---;0;12.55; 3.35; 6.7; 0.030;127; 0.70;127;2;196.5286;-61.7843
306.63287;+34.44900;468;073.889; 0.10;-02.173; 0.03; 0.54; 0.04; -0.02; 0.04; -1.54; 0.05;  ---; ---;0;12.05; 3.40; 8.7; 0.040; 33; 0.77; 33;2;306.6329;+34.4490
306.49490;+37.32834;469;076.172; 0.17;-00.414; 0.25; 0.49; 0.03; -2.35; 0.31; -5.12; 0.34;  ---; ---;0;11.45; 3.45; 6.7; 0.012;  5; 0.40; 42;2;306.4949;+37.3283
083.33840;+37.11181;470;171.710; 0.07;+02.176; 0.34; 0.59; 0.02;  1.01; 0.13; -2.46; 0.13;  ---; ---;0;10.50; 2.10; 7.6; 0.006; 29; 0.60; 35;2;083.3384;+37.1118
307.82461;+38.17788;471;077.476; 0.14;-00.770; 0.24; 0.78; 0.05; -0.56; 0.06; -3.59; 0.19;  ---; ---;0;10.10; 1.95; 8.6; 0.036; 27; 0.60; 31;2;307.8246;+38.1779
096.67664;-08.38807;472;217.654; 0.20;-09.285; 0.17; 0.60; 0.10;  0.02; 0.21; -0.66; 0.22;  ---; ---;0;11.85; 1.35; 8.8; 0.038; 14; 0.40; 38;2;096.6766;-08.3881
042.90005;+56.83277;473;138.840; 0.12;-02.281; 0.13; 0.39; 0.03;  0.38; 0.06; -1.26; 0.06;-66.4; 0.9;1;12.65; 2.85; 6.9; 0.028; 38; 0.70; 38;2;042.9001;+56.8328
045.57908;+56.59028;474;140.256; 0.07;-01.814; 0.05; 0.39; 0.03;  0.65; 0.07; -1.07; 0.15;  ---; ---;0;11.80; 2.00; 8.8; 0.040; 21; 0.51; 34;2;045.5791;+56.5903
316.18173;+59.83875;475;097.810; 0.16;+08.546; 0.12; 0.80; 0.03; -3.30; 0.26; -3.60; 0.22;-31.5; 0.4;1; 9.80; 2.10; 8.5; 0.040; 29; 0.66; 30;2;316.1817;+59.8387
197.16676;-61.15925;476;305.009; 0.24;+01.643; 0.16; 0.52; 0.02; -4.91; 0.10; -1.54; 0.08;-41.2; 0.4;1;12.20; 2.25; 6.0; 0.002;107; 0.70;107;2;197.1668;-61.1592
273.01695;-15.70403;477;014.510; 0.07;+01.320; 0.05; 0.66; 0.05;  1.08; 0.09; -1.46; 0.10;  ---; ---;0;10.80; 0.05; 6.9; 0.018; 30; 0.70; 30;2;273.0170;-15.7040
309.93677;+38.52133;478;078.745; 0.14;-01.889; 0.10; 0.76; 0.03; -0.23; 0.12; -0.74; 0.17; -4.0; 1.1;2;10.20; 2.40; 8.9; 0.038; 25; 0.50; 31;2;309.9368;+38.5213
005.22384;+52.61287;479;118.233; 0.20;-09.980; 0.21; 0.57; 0.05; -2.11; 0.20; -1.41; 0.15;  ---; ---;0;11.80; 0.70; 7.0; 0.034; 25; 0.40; 54;2;005.2238;+52.6129
193.49235;-62.00629;480;303.229; 0.07;+00.864; 0.03; 0.42; 0.02; -4.18; 0.06; -1.18; 0.07;  ---; ---;0;12.80; 3.70; 6.7; 0.028; 18; 0.52; 32;2;193.4924;-62.0063
050.28995;+60.01780;481;140.630; 0.11;+02.395; 0.07; 0.48; 0.03;  0.91; 0.21; -0.66; 0.24;  ---; ---;0;12.95; 2.95; 8.8; 0.018; 30; 0.70; 30;2;050.2900;+60.0178
