#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T22:15:17 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ec07e7139633	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/661/A118&tab:{J/A+A/661/A118/table1}&key:source=J/A+A/661/A118/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/661/A118/table1
#-order=I
#-out=Seq
#-out=Cluster
#-out=RA_ICRS
#-out=s_RA_ICRS
#-out=DE_ICRS
#-out=s_DE_ICRS
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=plx
#-out=s_plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=Nmemb
#-out=NmembRV
#-out=Flag
#-out=logAge
#-out=Dist
#-out=AV
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36610118
#Name: J/A+A/661/A118
#Title: 628 new open clusters found with OCfinder (Castro-Ginard+, 2022)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_661_A118_table1:
#Name: J/A+A/661/A118/table1
#Title: Mean parameters for the reported UBC clusters
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Seq	(I3)	[0/627] cluster sequential number	[ucd=meta.record]
#Column	Cluster	(A7)	Cluster name (UBCNNN)	[ucd=meta.id.parent]
#Column	RA_ICRS	(F6.2)	Right Ascension mean (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	s_RA_ICRS	(F6.2)	Right Ascension standard deviation	[ucd=pos.eq.ra]
#Column	DE_ICRS	(F6.2)	Declination mean (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	s_DE_ICRS	(F5.2)	Declination standard deviation	[ucd=stat.stdev;pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude mean	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Galactic longitude standard deviation	[ucd=stat.stdev;pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude mean	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Galactic latitude standard deviation	[ucd=stat.stdev;pos.galactic.lat]
#Column	plx	(F5.2)	Parallax mean	[ucd=pos.parallax;stat.mean]
#Column	s_plx	(F5.2)	Parallax standard deviation	[ucd=stat.stdev;pos.parallax]
#Column	pmRA	(F5.2)	Proper motion in right ascension mean, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	Proper motion in right ascension standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion in declination mean	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	Proper motion in declination standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.dec]
#Column	RV	(F6.2)	? Radial velocity mean	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.2)	? Radial velocity standard deviation	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	Nmemb	(I3)	Number of cluster members	[ucd=meta.number]
#Column	NmembRV	(I1)	Number of cluster members with radial velocity measurements	[ucd=meta.number]
#Column	Flag	(A1)	[a] Note (1)	[ucd=meta.code.error]
#Column	logAge	(F6.3)	Logarithm of the cluster age	[ucd=time.age]
#Column	Dist	(F6.1)	Distance to the cluster	[ucd=pos.distance]
#Column	AV	(F6.3)	Line-of-sight extinction	[ucd=phys.absorption]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Seq;Cluster;RA_ICRS;s_RA_ICRS;DE_ICRS;s_DE_ICRS;GLON;s_GLON;GLAT;s_GLAT;plx;s_plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;Nmemb;NmembRV;Flag;logAge;Dist;AV;_RA.icrs;_DE.icrs
103.0400;-01.3500;342;UBC1343;103.04;  0.09;-01.35; 0.09;214.22; 0.09; -0.46; 0.09; 0.19; 0.01;-0.62; 0.06; 1.12; 0.13;      ;     ; 25;0; ; 7.827;5291.0; 1.142;103.0400;-01.3500
107.3700;+00.5300;343;UBC1344;107.37;  0.08;+00.53; 0.05;214.52; 0.06;  4.26; 0.07; 0.29; 0.03;-1.02; 0.07;-0.67; 0.06;      ;     ; 42;0; ; 8.566;3694.0; 0.514;107.3700;+00.5300
101.2000;-02.7900;344;UBC1345;101.20;  0.07;-02.79; 0.07;214.66; 0.06; -2.74; 0.08; 0.47; 0.03;-0.77; 0.04; 0.23; 0.05; 54.40;     ; 25;1; ; 8.171;2368.0; 0.904;101.2000;-02.7900
101.0800;-03.5500;345;UBC1346;101.08;  0.05;-03.55; 0.05;215.29; 0.06; -3.20; 0.05; 0.41; 0.02;-1.71; 0.07; 0.36; 0.06;      ;     ; 22;0; ; 8.005;2644.0; 0.862;101.0800;-03.5500
106.3400;-01.0100;346;UBC1347;106.34;  0.08;-01.01; 0.05;215.42; 0.05;  2.64; 0.08; 0.26; 0.02;-1.03; 0.09; 0.81; 0.05;      ;     ; 26;0; ; 7.993;4245.0; 0.765;106.3400;-01.0100
107.6500;-00.4400;347;UBC1348;107.65;  0.05;-00.44; 0.06;215.51; 0.06;  4.06; 0.04; 0.51; 0.01;-0.44; 0.06;-1.45; 0.07;      ;     ; 14;0; ; 8.217;2142.0; 0.476;107.6500;-00.4400
103.8700;-03.7800;348;UBC1349;103.87;  0.04;-03.78; 0.04;216.75; 0.04; -0.82; 0.04; 0.40; 0.02;-1.82; 0.09; 1.10; 0.08;      ;     ; 22;0; ; 8.152;2725.0; 1.189;103.8700;-03.7800
101.2400;-05.7100;349;UBC1350;101.24;  0.08;-05.71; 0.08;217.29; 0.07; -4.04; 0.09; 0.19; 0.02;-0.60; 0.05; 1.43; 0.06;      ;     ; 30;0; ; 8.546;5226.0; 0.740;101.2400;-05.7100
107.7600;-03.4100;350;UBC1351;107.76;  0.06;-03.41; 0.06;218.21; 0.05;  2.79; 0.07; 0.23; 0.03;-0.31; 0.05; 0.03; 0.05;      ;     ; 40;0; ; 8.845;5170.0; 0.520;107.7600;-03.4100
110.4400;-05.4100;351;UBC1352;110.44;  0.06;-05.41; 0.07;221.22; 0.07;  4.23; 0.06; 0.23; 0.02;-0.55; 0.05; 0.48; 0.05; 91.30;     ; 34;1; ; 8.420;5076.0; 0.683;110.4400;-05.4100
104.8800;-08.8200;352;UBC1353;104.88;  0.05;-08.82; 0.06;221.70; 0.06; -2.23; 0.05; 0.24; 0.03;-0.25; 0.06; 1.01; 0.07;      ;     ; 37;0; ; 8.670;4439.0; 1.757;104.8800;-08.8200
102.7100;-09.9700;353;UBC1354;102.71;  0.08;-09.97; 0.08;221.76; 0.09; -4.66; 0.07; 0.48; 0.03;-1.29; 0.06; 1.24; 0.08;      ;     ; 42;0; ; 8.039;2230.0; 1.088;102.7100;-09.9700
102.6300;-10.1300;354;UBC1355;102.63;  0.04;-10.13; 0.04;221.87; 0.04; -4.80; 0.04; 0.18; 0.02;-0.54; 0.08; 0.14; 0.08;      ;     ; 24;0; ; 8.380;5201.0; 1.297;102.6300;-10.1300
110.4800;-06.5100;355;UBC1356;110.48;  0.05;-06.51; 0.09;222.22; 0.07;  3.76; 0.08; 0.26; 0.02;-1.09; 0.06; 0.82; 0.06; 69.16;     ; 26;1; ; 8.430;3867.0; 0.456;110.4800;-06.5100
108.8400;-07.4100;356;UBC1357;108.84;  0.05;-07.41; 0.05;222.25; 0.06;  1.90; 0.04; 0.31; 0.02;-1.31; 0.09; 1.36; 0.06;      ;     ; 41;0; ; 7.814;3522.0; 0.709;108.8400;-07.4100
107.1800;-09.4100;357;UBC1358;107.18;  0.05;-09.41; 0.06;223.27; 0.06; -0.48; 0.05; 0.34; 0.02;-0.45; 0.08;-0.38; 0.09;      ;     ; 54;0;a; 8.356;2956.0; 1.131;107.1800;-09.4100
107.6000;-09.4400;358;UBC1359;107.60;  0.03;-09.44; 0.03;223.48; 0.03; -0.13; 0.04; 0.26; 0.02;-0.98; 0.05; 0.68; 0.06;      ;     ; 19;0;a; 8.510;4084.0; 1.554;107.6000;-09.4400
110.1100;-08.7600;359;UBC1360;110.11;  0.03;-08.76; 0.05;224.04; 0.04;  2.39; 0.04; 0.32; 0.01;-2.30; 0.03; 1.16; 0.03;      ;     ; 12;0; ; 8.091;3324.0; 0.293;110.1100;-08.7600
106.1400;-11.2600;360;UBC1361;106.14;  0.05;-11.26; 0.06;224.44; 0.06; -2.24; 0.05; 0.14; 0.05;-0.45; 0.09; 1.04; 0.10;      ;     ; 89;0; ; 8.721;9617.0; 1.768;106.1400;-11.2600
106.4200;-12.2900;361;UBC1362;106.42;  0.05;-12.29; 0.07;225.48; 0.08; -2.46; 0.05; 0.44; 0.02;-1.67; 0.06; 1.17; 0.06; 46.16;     ; 24;1;a; 8.110;2572.0; 0.872;106.4200;-12.2900
106.7100;-12.3200;362;UBC1363;106.71;  0.08;-12.32; 0.10;225.64; 0.09; -2.23; 0.08; 0.61; 0.02;-1.04; 0.05;-0.28; 0.06;      ;     ; 31;0; ; 8.111;1744.0; 0.757;106.7100;-12.3200
110.9400;-11.2000;363;UBC1364;110.94;  0.09;-11.20; 0.05;226.57; 0.05;  1.95; 0.09; 0.33; 0.01;-1.32; 0.05; 1.44; 0.08;      ;     ; 19;0; ; 7.909;3013.0; 0.808;110.9400;-11.2000
104.2500;-15.6000;364;UBC1365;104.25;  0.04;-15.60; 0.06;227.49; 0.06; -5.85; 0.04; 0.37; 0.02;-1.57; 0.07; 3.42; 0.06;      ;     ; 28;0; ; 8.980;3126.0; 1.109;104.2500;-15.6000
110.2900;-12.6200;365;UBC1366;110.29;  0.05;-12.62; 0.04;227.53; 0.04;  0.73; 0.05; 0.36; 0.02;-0.78; 0.05; 0.25; 0.06;      ;     ; 23;0; ; 8.372;2923.0; 0.701;110.2900;-12.6200
112.5800;-12.7100;366;UBC1367;112.58;  0.07;-12.71; 0.05;228.67; 0.05;  2.65; 0.06; 0.19; 0.03;-1.12; 0.07; 1.15; 0.06;      ;     ; 40;0; ; 8.727;5601.0; 0.811;112.5800;-12.7100
115.8400;-11.8700;367;UBC1368;115.84;  0.08;-11.87; 0.07;229.48; 0.08;  5.84; 0.07; 0.39; 0.01;-2.35; 0.06; 1.94; 0.05;      ;     ; 24;0; ; 8.619;2790.0; 0.144;115.8400;-11.8700
113.2600;-14.4900;368;UBC1369;113.26;  0.02;-14.49; 0.04;230.55; 0.04;  2.38; 0.01; 0.21; 0.02;-1.18; 0.06; 0.38; 0.05;      ;     ; 20;0; ; 8.328;5314.0; 1.087;113.2600;-14.4900
111.1500;-16.2900;369;UBC1370;111.15;  0.06;-16.29; 0.08;231.16; 0.07; -0.27; 0.08; 0.32; 0.01;-2.71; 0.05; 2.00; 0.06;      ;     ; 23;0; ; 6.986;3682.0; 1.896;111.1500;-16.2900
111.1300;-17.1900;370;UBC1371;111.13;  0.07;-17.19; 0.05;231.94; 0.06; -0.71; 0.06; 0.34; 0.02;-1.33; 0.06;-0.47; 0.08; 41.34;     ; 45;1; ; 8.857;3271.0; 1.474;111.1300;-17.1900
110.1700;-17.8700;371;UBC1372;110.17;  0.06;-17.87; 0.05;232.11; 0.06; -1.84; 0.05; 0.35; 0.02;-1.03; 0.06; 1.36; 0.06;      ;     ; 28;0; ; 8.174;2979.0; 0.799;110.1700;-17.8700
109.4000;-18.7000;372;UBC1373;109.40;  0.07;-18.70; 0.06;232.50; 0.06; -2.88; 0.07; 0.34; 0.03;-1.76; 0.07; 2.66; 0.06;      ;     ; 44;0; ; 7.415;3193.0; 0.745;109.4000;-18.7000
113.3500;-17.5100;373;UBC1374;113.35;  0.04;-17.51; 0.04;233.23; 0.03;  0.99; 0.05; 0.40; 0.01;-1.77; 0.06; 2.27; 0.07;      ;     ; 19;0; ; 7.998;2650.0; 1.457;113.3500;-17.5100
111.1700;-18.8600;374;UBC1375;111.17;  0.06;-18.86; 0.07;233.43; 0.08; -1.47; 0.05; 0.29; 0.02;-1.26; 0.04; 2.15; 0.07;      ;     ; 39;0; ; 8.277;4124.0; 0.768;111.1700;-18.8600
108.7500;-20.6400;375;UBC1376;108.75;  0.08;-20.64; 0.07;233.94; 0.07; -4.31; 0.08; 0.33; 0.01;-2.29; 0.05; 3.21; 0.04;      ;     ; 21;0; ; 7.334;3723.0; 1.154;108.7500;-20.6400
111.3900;-19.7100;376;UBC1377;111.39;  0.08;-19.71; 0.07;234.28; 0.08; -1.69; 0.07; 0.25; 0.02;-1.12; 0.05; 1.57; 0.04;      ;     ; 22;0; ; 7.804;5036.0; 1.154;111.3900;-19.7100
113.5100;-19.1800;377;UBC1378;113.51;  0.02;-19.18; 0.02;234.77; 0.02;  0.32; 0.03; 0.43; 0.01;-1.76; 0.04; 2.70; 0.06;      ;     ; 11;0; ; 8.434;2603.0; 1.668;113.5100;-19.1800
113.5100;-19.2300;378;UBC1379;113.51;  0.05;-19.23; 0.10;234.82; 0.10;  0.29; 0.06; 0.35; 0.02;-1.78; 0.05; 2.71; 0.07; 42.29;     ; 33;1; ; 8.962;3213.0; 1.380;113.5100;-19.2300
110.2700;-21.1300;379;UBC1380;110.27;  0.11;-21.13; 0.08;235.04; 0.08; -3.29; 0.11; 0.35; 0.01;-2.57; 0.04; 3.17; 0.06;      ;     ; 32;0; ; 7.030;2922.0; 0.728;110.2700;-21.1300
114.9400;-18.9200;380;UBC1381;114.94;  0.07;-18.92; 0.05;235.20; 0.06;  1.62; 0.05; 0.44; 0.01;-2.23; 0.06; 2.24; 0.05;      ;     ; 21;0; ; 7.933;2519.0; 1.103;114.9400;-18.9200
114.5400;-21.5700;381;UBC1382;114.54;  0.05;-21.57; 0.05;237.32; 0.04; -0.01; 0.05; 0.32; 0.02;-2.00; 0.06; 2.06; 0.06;      ;     ; 33;0; ; 8.084;3665.0; 1.002;114.5400;-21.5700
114.2400;-21.8800;382;UBC1383;114.24;  0.05;-21.88; 0.06;237.46; 0.06; -0.40; 0.04; 0.25; 0.01;-1.70; 0.05; 0.54; 0.07; 50.41;     ; 22;1; ; 8.471;4163.0; 1.028;114.2400;-21.8800
115.7200;-21.1700;383;UBC1384;115.72;  0.14;-21.17; 0.07;237.52; 0.08;  1.15; 0.12; 0.31; 0.01;-2.13; 0.03; 2.98; 0.07;      ;     ; 24;0; ; 7.656;3481.0; 0.618;115.7200;-21.1700
116.7400;-20.9600;384;UBC1385;116.74;  0.05;-20.96; 0.06;237.82; 0.06;  2.08; 0.05; 0.25; 0.03;-1.34; 0.07; 1.84; 0.07;136.28;     ; 61;1; ; 8.334;4762.0; 0.874;116.7400;-20.9600
115.8500;-23.3900;385;UBC1386;115.85;  0.09;-23.39; 0.07;239.51; 0.08;  0.15; 0.08; 0.21; 0.02;-2.37; 0.05; 3.42; 0.07;      ;     ; 50;0; ; 8.270;5055.0; 0.864;115.8500;-23.3900
116.1700;-23.2600;386;UBC1387;116.17;  0.05;-23.26; 0.06;239.54; 0.07;  0.46; 0.04; 0.23; 0.02;-2.45; 0.06; 3.73; 0.07;      ;     ; 38;0; ; 7.716;5112.0; 1.087;116.1700;-23.2600
117.2000;-23.5900;387;UBC1388;117.20;  0.06;-23.59; 0.05;240.30; 0.05;  1.12; 0.05; 0.40; 0.02;-3.12; 0.05; 3.11; 0.06;      ;     ; 21;0; ; 8.015;2693.0; 1.628;117.2000;-23.5900
116.0800;-24.7400;388;UBC1389;116.08;  0.03;-24.74; 0.04;240.78; 0.04; -0.34; 0.02; 0.26; 0.02;-2.03; 0.04; 2.80; 0.05;      ;     ; 15;0;a; 8.551;4881.0; 1.043;116.0800;-24.7400
115.0500;-25.5500;389;UBC1390;115.05;  0.09;-25.55; 0.04;241.02; 0.05; -1.55; 0.08; 0.29; 0.01;-2.82; 0.05; 3.47; 0.04;      ;     ; 22;0; ; 7.102;4019.0; 0.873;115.0500;-25.5500
115.7200;-25.2600;390;UBC1391;115.72;  0.06;-25.26; 0.10;241.08; 0.09; -0.88; 0.07; 0.22; 0.02;-1.91; 0.04; 2.48; 0.05;      ;     ; 39;0; ; 7.491;4706.0; 0.663;115.7200;-25.2600
118.0300;-25.5300;391;UBC1392;118.03;  0.09;-25.53; 0.09;242.36; 0.10;  0.78; 0.06; 0.16; 0.02;-2.17; 0.06; 3.12; 0.08;      ;     ; 51;0; ; 8.096;5837.0; 0.600;118.0300;-25.5300
116.2000;-26.6500;392;UBC1393;116.20;  0.08;-26.65; 0.09;242.49; 0.08; -1.20; 0.09; 0.23; 0.01;-2.20; 0.05; 3.42; 0.07;      ;     ; 27;0; ; 8.042;4682.0; 0.762;116.2000;-26.6500
116.4500;-26.6000;393;UBC1394;116.45;  0.04;-26.60; 0.04;242.56; 0.05; -0.99; 0.03; 0.30; 0.01;-2.24; 0.05; 2.80; 0.06;      ;     ; 16;0; ; 7.945;4296.0; 0.707;116.4500;-26.6000
122.1100;-23.7000;394;UBC1395;122.11;  0.06;-23.70; 0.05;242.74; 0.05;  4.90; 0.05; 0.24; 0.02;-2.20; 0.07; 4.06; 0.06; 51.85; 0.52; 38;2; ; 9.044;4868.0; 0.597;122.1100;-23.7000
118.4800;-26.7700;395;UBC1396;118.48;  0.05;-26.77; 0.04;243.63; 0.04;  0.49; 0.04; 0.25; 0.01;-2.47; 0.04; 3.24; 0.04;      ;     ; 15;0; ; 7.971;5377.0; 0.812;118.4800;-26.7700
116.7800;-28.6600;396;UBC1397;116.78;  0.03;-28.66; 0.02;244.49; 0.02; -1.77; 0.02; 0.31; 0.01;-2.68; 0.04; 2.74; 0.03;      ;     ; 11;0; ; 8.131;3389.0; 1.894;116.7800;-28.6600
120.8000;-26.7600;397;UBC1398;120.80;  0.06;-26.76; 0.04;244.71; 0.05;  2.27; 0.04; 0.36; 0.02;-3.52; 0.05; 3.85; 0.05;      ;     ; 24;0;a; 8.511;3022.0; 0.699;120.8000;-26.7600
115.2600;-29.7000;398;UBC1399;115.26;  0.06;-29.70; 0.07;244.73; 0.06; -3.43; 0.06; 0.19; 0.03;-2.13; 0.06; 2.71; 0.05;      ;     ; 28;0; ; 8.685;5474.0; 0.668;115.2600;-29.7000
118.3100;-28.2800;399;UBC1400;118.31;  0.05;-28.28; 0.09;244.85; 0.08; -0.42; 0.05; 0.21; 0.01;-2.39; 0.06; 3.02; 0.05;      ;     ; 25;0;a; 7.303;5508.0; 1.279;118.3100;-28.2800
118.9200;-28.0600;400;UBC1401;118.92;  0.07;-28.06; 0.10;244.94; 0.10;  0.16; 0.07; 0.24; 0.02;-2.27; 0.04; 3.26; 0.06;      ;     ; 31;0;a; 7.091;4794.0; 1.044;118.9200;-28.0600
119.7100;-27.6500;401;UBC1402;119.71;  0.05;-27.65; 0.06;244.95; 0.06;  0.97; 0.04; 0.34; 0.02;-2.56; 0.05; 3.80; 0.05;      ;     ; 37;0;a; 8.689;3184.0; 1.201;119.7100;-27.6500
119.2600;-27.9000;402;UBC1403;119.26;  0.06;-27.90; 0.05;244.95; 0.05;  0.50; 0.05; 0.30; 0.01;-2.96; 0.04; 2.82; 0.07;      ;     ; 17;0; ; 8.090;3550.0; 0.926;119.2600;-27.9000
120.6500;-27.3800;403;UBC1404;120.65;  0.06;-27.38; 0.06;245.16; 0.07;  1.82; 0.04; 0.33; 0.01;-2.40; 0.04; 1.93; 0.05;      ;     ; 22;0; ; 8.438;3511.0; 0.737;120.6500;-27.3800
117.0300;-29.4700;404;UBC1405;117.03;  0.07;-29.47; 0.07;245.30; 0.07; -1.99; 0.06; 0.19; 0.03;-2.02; 0.07; 3.14; 0.08;      ;     ; 67;0; ; 8.884;5553.0; 1.892;117.0300;-29.4700
122.3300;-27.0300;405;UBC1406;122.33;  0.07;-27.03; 0.06;245.66; 0.06;  3.27; 0.06; 0.22; 0.01;-1.53; 0.05; 1.54; 0.05;      ;     ; 19;0; ; 8.090;5371.0; 0.679;122.3300;-27.0300
117.8400;-29.5100;406;UBC1407;117.84;  0.06;-29.51; 0.05;245.69; 0.05; -1.40; 0.05; 0.28; 0.03;-3.61; 0.05; 3.11; 0.06;      ;     ; 55;0; ; 9.231;4097.0; 0.979;117.8400;-29.5100
115.9500;-30.5000;407;UBC1408;115.95;  0.09;-30.50; 0.08;245.72; 0.08; -3.31; 0.08; 0.26; 0.01;-2.36; 0.06; 3.30; 0.07;      ;     ; 22;0; ; 7.754;4466.0; 0.573;115.9500;-30.5000
119.0700;-29.2300;408;UBC1409;119.07;  0.07;-29.23; 0.05;246.00; 0.06; -0.33; 0.05; 0.37; 0.01;-2.10; 0.03; 1.87; 0.06;      ;     ; 17;0; ; 8.246;3266.0; 0.896;119.0700;-29.2300
120.0100;-28.8500;409;UBC1410;120.01;  0.05;-28.85; 0.03;246.11; 0.04;  0.56; 0.04; 0.18; 0.02;-2.21; 0.04; 2.52; 0.07;      ;     ; 20;0;a; 7.461;6215.0; 1.281;120.0100;-28.8500
118.7300;-29.7900;410;UBC1411;118.73;  0.10;-29.79; 0.07;246.33; 0.07; -0.88; 0.08; 0.21; 0.02;-2.11; 0.06; 2.84; 0.07; 76.65;     ; 38;1; ; 8.056;5598.0; 1.335;118.7300;-29.7900
120.0500;-29.1100;411;UBC1412;120.05;  0.06;-29.11; 0.07;246.34; 0.07;  0.46; 0.07; 0.33; 0.01;-2.05; 0.04; 4.06; 0.06;      ;     ; 18;0; ; 8.140;3029.0; 1.312;120.0500;-29.1100
119.2000;-29.6000;412;UBC1413;119.20;  0.06;-29.60; 0.04;246.38; 0.05; -0.44; 0.04; 0.34; 0.02;-2.06; 0.03; 1.31; 0.05;      ;     ; 23;0; ; 8.629;3043.0; 0.940;119.2000;-29.6000
120.5900;-29.7800;413;UBC1414;120.59;  0.07;-29.78; 0.05;247.17; 0.05;  0.50; 0.06; 0.27; 0.03;-2.65; 0.07; 2.86; 0.07;      ;     ; 68;0;a; 7.694;3839.0; 1.224;120.5900;-29.7800
115.6000;-32.4200;414;UBC1415;115.60;  0.07;-32.42; 0.06;247.25; 0.06; -4.52; 0.06; 0.26; 0.02;-2.11; 0.06; 3.38; 0.05;      ;     ; 19;0; ; 7.878;4264.0; 1.210;115.6000;-32.4200
121.6900;-29.2900;415;UBC1416;121.69;  0.09;-29.29; 0.09;247.26; 0.09;  1.57; 0.09; 0.17; 0.02;-2.39; 0.05; 3.03; 0.06;      ;     ; 48;0; ; 8.066;6408.0; 0.644;121.6900;-29.2900
121.2400;-30.7000;416;UBC1417;121.24;  0.06;-30.70; 0.05;248.25; 0.05;  0.49; 0.05; 0.26; 0.02;-2.63; 0.08; 3.51; 0.06;      ;     ; 33;0; ; 8.498;4523.0; 0.768;121.2400;-30.7000
122.1300;-30.3900;417;UBC1418;122.13;  0.04;-30.39; 0.05;248.39; 0.05;  1.30; 0.04; 0.23; 0.01;-2.95; 0.06; 4.01; 0.05;      ;     ; 24;0; ; 8.303;4972.0; 1.082;122.1300;-30.3900
121.3600;-31.1700;418;UBC1419;121.36;  0.07;-31.17; 0.05;248.69; 0.06;  0.32; 0.05; 0.16; 0.02;-2.45; 0.05; 3.09; 0.06;      ;     ; 38;0; ; 7.716;7073.0; 1.092;121.3600;-31.1700
119.6200;-32.1500;419;UBC1420;119.62;  0.05;-32.15; 0.04;248.74; 0.04; -1.45; 0.04; 0.25; 0.02;-2.58; 0.04; 2.66; 0.06;      ;     ; 17;0; ; 8.756;4098.0; 0.969;119.6200;-32.1500
120.5800;-32.1300;420;UBC1421;120.58;  0.04;-32.13; 0.03;249.15; 0.03; -0.75; 0.03; 0.27; 0.02;-2.97; 0.05; 3.56; 0.07;      ;     ; 19;0;a; 7.635;3958.0; 1.556;120.5800;-32.1300
120.7400;-32.2400;421;UBC1422;120.74;  0.03;-32.24; 0.03;249.32; 0.03; -0.69; 0.03; 0.26; 0.01;-3.21; 0.06; 3.72; 0.05;      ;     ; 19;0; ; 8.522;3697.0; 1.289;120.7400;-32.2400
123.0100;-31.1300;422;UBC1423;123.01;  0.05;-31.13; 0.06;249.43; 0.06;  1.53; 0.03; 0.21; 0.02;-2.36; 0.05; 3.67; 0.07;      ;     ; 37;0; ; 8.215;5895.0; 0.942;123.0100;-31.1300
119.6600;-33.6000;423;UBC1424;119.66;  0.11;-33.60; 0.06;250.00; 0.05; -2.18; 0.09; 0.23; 0.01;-2.32; 0.06; 3.21; 0.09; 70.01;     ; 34;1; ; 7.660;4412.0; 1.505;119.6600;-33.6000
121.4900;-34.3400;424;UBC1425;121.49;  0.13;-34.34; 0.08;251.43; 0.09; -1.29; 0.09; 0.29; 0.01;-2.93; 0.05; 3.07; 0.07;      ;     ; 35;0; ; 7.641;3486.0; 1.422;121.4900;-34.3400
124.0700;-32.9700;425;UBC1426;124.07;  0.11;-32.97; 0.09;251.46; 0.10;  1.26; 0.08; 0.19; 0.01;-2.65; 0.06; 3.23; 0.08;      ;     ; 29;0; ; 7.765;5755.0; 0.907;124.0700;-32.9700
122.9000;-33.7700;426;UBC1427;122.90;  0.07;-33.77; 0.05;251.59; 0.06;  0.00; 0.05; 0.25; 0.02;-3.08; 0.05; 3.63; 0.06; 46.73; 0.52; 26;2; ; 8.976;4142.0; 0.803;122.9000;-33.7700
113.3500;-38.4000;427;UBC1428;113.35;  0.15;-38.40; 0.10;251.65; 0.11; -8.99; 0.11; 0.43; 0.02;-1.98; 0.07; 3.21; 0.09;      ;     ; 26;0; ; 8.234;2464.0; 0.825;113.3500;-38.4000
118.5400;-36.9700;428;UBC1429;118.54;  0.09;-36.97; 0.06;252.41; 0.07; -4.71; 0.06; 0.27; 0.02;-2.74; 0.06; 3.77; 0.07; 62.38;     ; 23;1; ; 7.432;3745.0; 1.819;118.5400;-36.9700
125.8400;-33.5000;429;UBC1430;125.84;  0.08;-33.50; 0.07;252.73; 0.06;  2.18; 0.08; 0.17; 0.01;-2.43; 0.07; 2.99; 0.07;      ;     ; 24;0; ; 8.211;5828.0; 0.627;125.8400;-33.5000
120.0600;-36.7200;430;UBC1431;120.06;  0.05;-36.72; 0.04;252.83; 0.05; -3.54; 0.03; 0.42; 0.02;-3.12; 0.05; 4.07; 0.07;      ;     ; 25;0; ; 8.201;2449.0; 2.087;120.0600;-36.7200
124.7600;-34.4900;431;UBC1432;124.76;  0.18;-34.49; 0.10;253.04; 0.10;  0.89; 0.16; 0.16; 0.02;-2.59; 0.07; 3.24; 0.08;      ;     ; 96;0;a; 7.158;7819.0; 1.449;124.7600;-34.4900
124.3800;-36.3400;432;UBC1433;124.38;  0.04;-36.34; 0.05;254.40; 0.04; -0.42; 0.04; 0.26; 0.02;-2.72; 0.06; 1.94; 0.08;      ;     ; 30;0; ; 8.604;3927.0; 1.073;124.3800;-36.3400
